1277 articles
+-------------------------------------------+-------------+---------+---------------+---------------+
| Titlu                                     |    Autor    |   Tip   | Numar versuri | Numar cuvinte |
| Setea şi izvorul                          | Traian Dorz | articol |      106      |      1305     |
| Dulce şi amar                             | Traian Dorz | articol |       91      |      1232     |
| Dezbinarea vine numai                     | Traian Dorz |  poezie |       21      |      123      |
| Slujire şi răsplată                       | Traian Dorz | articol |       94      |      1202     |
| Bucurie şi nefericire                     | Traian Dorz | articol |      103      |      1261     |
| Pentru fraţii cei statornici              | Traian Dorz |  poezie |       30      |       95      |
| Prilejul şi păcatul                       | Traian Dorz | articol |       87      |      1057     |
| Mulţime şi singurătate                    | Traian Dorz | articol |       75      |      1028     |
| A Ta Naştere Isuse                        | Traian Dorz |  poezie |       31      |      109      |
| Dumnezeu şi Casa Lui                      | Traian Dorz | articol |       90      |      1109     |
| Salvator şi salvare                       | Traian Dorz | articol |       91      |      1133     |
| Cât de Bun ai fost                        | Traian Dorz |  poezie |       27      |      103      |
| Fiorul şi minunea                         | Traian Dorz | articol |       91      |      1230     |
| Moştenire şi moştenitori                  | Traian Dorz | articol |      104      |      1309     |
| O Doamne, deschide-le ochii               | Traian Dorz |  poezie |       19      |       69      |
| Înţelepciunea şi nebunia                  | Traian Dorz | articol |       93      |      1088     |
| Învăţători şi ucenici                     | Traian Dorz | articol |      103      |      1307     |
| Pentru marea mea plecare                  | Traian Dorz |  poezie |       35      |      156      |
| Muncă şi răsplată                         | Traian Dorz | articol |       84      |      1133     |
| Binefacerea şi recunoştinţa               | Traian Dorz | articol |       92      |      1075     |
| Fie-n veci slăvit                         | Traian Dorz |  poezie |       20      |       71      |
| Oriunde şi oricând                        | Traian Dorz | articol |      121      |      1135     |
| Primirea şi darea                         | Traian Dorz | articol |       91      |      1107     |
| Veniţi să privim la crinii                | Traian Dorz |  poezie |       24      |       85      |
| Făgăduinţa şi împlinirea                  | Traian Dorz | articol |       83      |      1084     |
| Vrednicia şi nevrednicia                  | Traian Dorz | articol |       86      |      1037     |
| Domnul ne-a-nvăţat                        | Traian Dorz |  poezie |       26      |       84      |
| Cărarea şi urmele                         | Traian Dorz | articol |       87      |      993      |
| Statornicie şi abatere                    | Traian Dorz | articol |      111      |      1340     |
| Ştiţi voi, fraţilor                       | Traian Dorz |  poezie |       27      |      101      |
| Săgeţile biruitoare                       | Traian Dorz |  poezie |       90      |      482      |
| Domnul este-nţelepciunea                  | Traian Dorz |  poezie |       41      |      148      |
| Hristos este Totul                        | Traian Dorz | articol |       96      |      1033     |
| Pricepere şi teamă                        | Traian Dorz | articol |      108      |      1165     |
| Fericiţi, voi crinii...                   | Traian Dorz |  poezie |       29      |      103      |
| Mama şi învăţătorul                       | Traian Dorz | articol |      104      |      1294     |
| Lumina şi întunericul                     | Traian Dorz | articol |      103      |      1341     |
| Veniţi toţi să-I cerem                    | Traian Dorz |  poezie |       29      |       71      |
| Calea dreaptă - şi căi amăgitoare         | Traian Dorz | articol |       98      |      1061     |
| Aşteptarea şi sosirea                     | Traian Dorz | articol |      114      |      1119     |
| Dragostea nu pizmuieşte!                  | Traian Dorz |  poezie |       30      |      107      |
| Eliberare şi binefacere                   | Traian Dorz | articol |       98      |      1216     |
| Venirea şi plecarea                       | Traian Dorz | articol |      106      |      1210     |
| Doamne, Duhule Preasfinte                 | Traian Dorz |  poezie |       24      |       69      |
| Primirea şi darea                         | Traian Dorz | articol |      124      |      1402     |
| Mântuirea şi pedeapsa                     | Traian Dorz | articol |      117      |      1228     |
| Tatăl nostru cel din Ceruri, iar          | Traian Dorz |  poezie |       29      |       97      |
| Vreme bună şi vreme rea                   | Traian Dorz | articol |      123      |      1272     |
| Unire şi suferinţă                        | Traian Dorz | articol |      126      |      1265     |
| O, duhul meu...                           | Traian Dorz |  poezie |       25      |       92      |
| Iubirea şi inima                          | Traian Dorz | articol |      105      |      1183     |
| Dragoste şi însoţire                      | Traian Dorz | articol |      114      |      1252     |
| Fie-vă frumoase toate                     | Traian Dorz |  poezie |       31      |      110      |
| Cei din urmă şi cei dintâi...             | Traian Dorz | articol |      113      |      1325     |
| Moartea şi nemurirea                      | Traian Dorz | articol |      104      |      1207     |
| În ceasul Bucuriei...                     | Traian Dorz |  poezie |       31      |      161      |
| Binefacerea şi rugăciunea                 | Traian Dorz | articol |      125      |      1437     |
| Dincoace şi dincolo                       | Traian Dorz | articol |      120      |      1458     |
| Doamne, numai Tu ştii                     | Traian Dorz |  poezie |       26      |      116      |
| Mărturisire şi răspundere                 | Traian Dorz | articol |      127      |      1303     |
| Adevăr şi falsitate                       | Traian Dorz | articol |       92      |      1123     |
| Doamne-ai milă când nu ştiu               | Traian Dorz |  poezie |       28      |      128      |
| Păcatul şi urmările                       | Traian Dorz | articol |      105      |      1201     |
| Numele bun şi iubirea                     | Traian Dorz | articol |       92      |      1192     |
| Ca o gustoasă pâine                       | Traian Dorz |  poezie |       25      |       98      |
| Înştiinţarea şi lumina                    | Traian Dorz | articol |      105      |      1107     |
| Faptă şi răsplată                         | Traian Dorz | articol |      111      |      1097     |
| Doamne, Dumnezeul nostru Minunat          | Traian Dorz |  poezie |       31      |      106      |
| Adevăr şi imitaţie                        | Traian Dorz | articol |      135      |      1479     |
| Zidire şi dărâmare                        | Traian Dorz | articol |      119      |      1221     |
| Doamne, nu vrem niciodată                 | Traian Dorz |  poezie |       32      |      109      |
| Planurile şi realizarea                   | Traian Dorz | articol |      114      |      1165     |
| Curăţie şi vicleşug                       | Traian Dorz | articol |       95      |      1130     |
| Rătăcitule, întoarce!                     | Traian Dorz |  poezie |       26      |       77      |
| Unitate şi dezbinare                      | Traian Dorz | articol |      104      |      1035     |
| Dorinţele şi împlinirea                   | Traian Dorz | articol |       92      |      1065     |
| Pentru Cine-mi pun?                       | Traian Dorz |  poezie |       21      |      128      |
| Cununile slăvite                          | Traian Dorz |  poezie |       80      |      442      |
| Strânge sfaturile bune                    | Traian Dorz |  poezie |       42      |      158      |
| Înaintaşi şi urmaşi                       | Traian Dorz | articol |      110      |      1324     |
| Arme şi roade                             | Traian Dorz | articol |      125      |      1412     |
| Şi vântul şopteşte                        | Traian Dorz |  poezie |       23      |      107      |
| Meditaţie şi trăire                       | Traian Dorz | articol |      120      |      1232     |
| Depărtare şi amintire                     | Traian Dorz | articol |      128      |      1323     |
| Fii puternică şi mare                     | Traian Dorz |  poezie |       29      |      102      |
| Ameninţare şi izbăvire                    | Traian Dorz | articol |      118      |      1266     |
| Căderea şi ridicarea                      | Traian Dorz | articol |      101      |      1169     |
| Har ceresc, condu-mă Tu                   | Traian Dorz |  poezie |       26      |      110      |
| Înfăţişarea şi judecata                   | Traian Dorz | articol |      101      |      1110     |
| Permis şi nepermis                        | Traian Dorz | articol |      115      |      1207     |
| Nu mai plângeţi                           | Traian Dorz |  poezie |       29      |       97      |
| Încrederea şi biruinţa                    | Traian Dorz | articol |      110      |      1265     |
| Teamă şi pocăinţă                         | Traian Dorz | articol |      122      |      1401     |
| Când ţi-e greu                            | Traian Dorz |  poezie |       29      |      133      |
| Căile bune şi căile rele                  | Traian Dorz | articol |      105      |      1129     |
| Voinţă şi realizare                       | Traian Dorz | articol |      113      |      1129     |
| Şi azi îmi pari...                        | Traian Dorz |  poezie |       29      |      100      |
| Durere şi răbdare                         | Traian Dorz | articol |      120      |      1379     |
| Copii şi părinţi                          | Traian Dorz | articol |      121      |      1174     |
| Ce puţin Tu mi-ai cerut                   | Traian Dorz |  poezie |       19      |      145      |
| Salvare şi recunoştinţă                   | Traian Dorz | articol |      107      |      1175     |
| Numărat şi împărţit                       | Traian Dorz | articol |      132      |      1327     |
| Te iubesc Isuse, da                       | Traian Dorz |  poezie |       21      |      102      |
| Iertare şi laudă                          | Traian Dorz | articol |      136      |      1339     |
| Stăpânire şi control                      | Traian Dorz | articol |      120      |      1178     |
| Ţi-am spus Isuse                          | Traian Dorz |  poezie |       27      |      122      |
| Răbdarea şi loviturile                    | Traian Dorz | articol |      128      |      1223     |
| Munca şi lenea                            | Traian Dorz | articol |      121      |      1148     |
| Am dorit să-Ţi fiu                        | Traian Dorz |  poezie |       35      |      139      |
| Bucuria şi întristarea                    | Traian Dorz | articol |      128      |      1279     |
| Cumpătarea şi necumpătarea                | Traian Dorz | articol |      111      |      1201     |
| Domnul fie-vă în veac                     | Traian Dorz |  poezie |       31      |       95      |
| Răspundere şi împlinire                   | Traian Dorz | articol |      137      |      1277     |
| Darea şi primirea                         | Traian Dorz | articol |      110      |      1246     |
| Ia-mă Isuse, ia-mă                        | Traian Dorz |  poezie |       29      |      150      |
| Dovadă şi credinţă                        | Traian Dorz | articol |      109      |      1132     |
| Bucurie şi întristare                     | Traian Dorz | articol |      119      |      1153     |
| Cât holdele-s plecate                     | Traian Dorz |  poezie |       26      |      133      |
| Lărgime şi îngustime                      | Traian Dorz | articol |      120      |      1218     |
| A zice şi a face                          | Traian Dorz | articol |      117      |      1122     |
| N-am loc nicăieri                         | Traian Dorz |  poezie |       29      |      113      |
| Vedere şi prevedere                       | Traian Dorz | articol |      122      |      1183     |
| Binecuvântarea şi blestemul               | Traian Dorz | articol |      118      |      1287     |
| Ce zi a fost aceea!                       | Traian Dorz |  poezie |       35      |      104      |
| Poruncile Iubirii Sfinte                  | Traian Dorz |  poezie |       85      |      530      |
| Orice sfânt cuvânt                        | Traian Dorz |  poezie |       44      |      183      |
| Zilele şi Cartea                          | Traian Dorz | articol |       88      |      1249     |
| Ispita şi trezirea                        | Traian Dorz | articol |      115      |      1503     |
| Am aşteptat Isuse                         | Traian Dorz |  poezie |       31      |      117      |
| Întrebare şi ascultare                    | Traian Dorz | articol |       85      |      1154     |
| Credinţa şi statornicia                   | Traian Dorz | articol |      102      |      1224     |
| O, cât de mult...                         | Traian Dorz |  poezie |       29      |      119      |
| Păcatul şi moartea                        | Traian Dorz | articol |       97      |      1113     |
| Mila şi mângâierea                        | Traian Dorz | articol |      101      |      1217     |
| O, cum să uit?                            | Traian Dorz |  poezie |       33      |      135      |
| Bănuiala şi încredinţarea                 | Traian Dorz | articol |       97      |      1184     |
| Sfârşitul şi urmarea                      | Traian Dorz | articol |       94      |      1283     |
| Iubirea mea de Domnul                     | Traian Dorz |  poezie |       30      |      131      |
| Credinţa şi încredinţarea                 | Traian Dorz | articol |      106      |      1193     |
| Bucuria şi roadele                        | Traian Dorz | articol |       92      |      1205     |
| În zorii dimineţii                        | Traian Dorz |  poezie |       32      |      108      |
| La picioarele Domnului                    | Traian Dorz | articol |       93      |      1043     |
| Puterea lacrimilor                        | Traian Dorz | articol |       93      |      1104     |
| Tu ştii cât vreau                         | Traian Dorz |  poezie |       32      |      125      |
| Morţii şi lacrimile                       | Traian Dorz | articol |      102      |      1158     |
| Mamele şi răsplata lor                    | Traian Dorz | articol |      100      |      1183     |
| Nu-mi mai lua Isuse                       | Traian Dorz |  poezie |       38      |      154      |
| Un slujitor bun                           | Traian Dorz | articol |       88      |      1068     |
| Iubirea şi aurul ceresc                   | Traian Dorz | articol |      117      |      1173     |
| Ai milă de mine                           | Traian Dorz |  poezie |       26      |      125      |
| Voia lui Dumnezeu                         | Traian Dorz | articol |      107      |      1150     |
| Încrederea şi viaţa                       | Traian Dorz | articol |      101      |      1185     |
| Eu ştiu că ştii                           | Traian Dorz |  poezie |       22      |      140      |
| Drumul şi ţinta                           | Traian Dorz | articol |       97      |      1139     |
| Tineretul şi îndrumarea lui               | Traian Dorz | articol |      105      |      1057     |
| Cât aş vrea...                            | Traian Dorz |  poezie |       32      |      161      |
| Înşelătorii şi câştigul                   | Traian Dorz | articol |      129      |      1305     |
| Cântările şi lacrimile                    | Traian Dorz | articol |      106      |      1076     |
| Isuse, când întâia oară                   | Traian Dorz |  poezie |       28      |      139      |
| Inima şi lupta                            | Traian Dorz | articol |      102      |      1052     |
| Cuvântul lui Dumnezeu                     | Traian Dorz | articol |       96      |      1083     |
| Fie-vă Cuvântul                           | Traian Dorz |  poezie |       25      |       97      |
| Hristos este totul                        | Traian Dorz | articol |       97      |      1155     |
| Preţul şi timpul                          | Traian Dorz | articol |       90      |      1011     |
| Domnul fie-vă oricând                     | Traian Dorz |  poezie |       31      |       77      |
| Întâmplările şi inima                     | Traian Dorz | articol |       89      |      972      |
| Viaţa şi iubirea                          | Traian Dorz | articol |       87      |      1022     |
| Toată viaţa voastră                       | Traian Dorz |  poezie |       18      |       59      |
| Cuvântul şi pacea                         | Traian Dorz | articol |      106      |      1184     |
| Mâhnire şi nădejde                        | Traian Dorz | articol |       97      |      1058     |
| Isus, de veacuri eşti...                  | Traian Dorz |  poezie |       29      |      124      |
| Răsplata ascultării                       | Traian Dorz |  poezie |       78      |      402      |
| Ascultarea-i Răsăritul                    | Traian Dorz |  poezie |       36      |      123      |
| Vinovăţia şi Răsplata                     | Traian Dorz | articol |      116      |      1211     |
| Chinul şi chinuitorii                     | Traian Dorz | articol |      144      |      1359     |
| În sărbătorirea voastră                   | Traian Dorz |  poezie |       31      |       91      |
| Legea lui Hristos                         | Traian Dorz | articol |      132      |      1303     |
| Privirea nevinovăţiei                     | Traian Dorz | articol |      147      |      1400     |
| Ştim că vei veni                          | Traian Dorz |  poezie |       29      |      104      |
| Uşurătatea şi osânda                      | Traian Dorz | articol |      112      |      1321     |
| Mâinile şi Golgota                        | Traian Dorz | articol |      113      |      1140     |
| Te aşteptăm Isuse                         | Traian Dorz |  poezie |       21      |       93      |
| Suferinţa şi greutatea                    | Traian Dorz | articol |      127      |      1309     |
| Alegerea şi mărturia                      | Traian Dorz | articol |      129      |      1157     |
| Noi ne-am bizuit pe Tine                  | Traian Dorz |  poezie |       27      |      109      |
| Mărturisirea Adevărului                   | Traian Dorz | articol |      139      |      1399     |
| Naşterea din nou                          | Traian Dorz | articol |      136      |      1363     |
| Scumpul nostru frate                      | Traian Dorz |  poezie |       29      |       70      |
| Crucea şi Jertfa                          | Traian Dorz | articol |      107      |      1421     |
| Taina şi evlavia ei                       | Traian Dorz | articol |      114      |      1481     |
| Scumpei surioare                          | Traian Dorz |  poezie |       32      |       90      |
| Chinul - şi sfârşitul lui                 | Traian Dorz | articol |      138      |      1500     |
| Acum şi atunci                            | Traian Dorz | articol |      147      |      1583     |
| Preaiubiţii noştri                        | Traian Dorz |  poezie |       26      |      116      |
| Nădejdea şi deznădejdea                   | Traian Dorz | articol |      150      |      1784     |
| Mormântul şi Învierea                     | Traian Dorz | articol |      136      |      1441     |
| Binecuvântarea                            | Traian Dorz |  poezie |       31      |       76      |
| Graba şi primirea                         | Traian Dorz | articol |      152      |      1523     |
| Adâncimea şi smerenia                     | Traian Dorz | articol |      150      |      1448     |
| O, n-am să uit                            | Traian Dorz |  poezie |       27      |      146      |
| Alergarea şi ajungerea                    | Traian Dorz | articol |      112      |      1309     |
| Biblia şi adevărul ei                     | Traian Dorz | articol |      118      |      1376     |
| Iubire, pentru tine                       | Traian Dorz |  poezie |       26      |       99      |
| Silinţa şi ajungerea                      | Traian Dorz | articol |      128      |      1376     |
| Lacrimile şi mângâierea                   | Traian Dorz | articol |      131      |      1310     |
| Cum voi răsplăti?                         | Traian Dorz |  poezie |       27      |      126      |
| Singura Speranţă                          | Traian Dorz | articol |      128      |      1418     |
| Iubirea nemuritoare                       | Traian Dorz | articol |      128      |      1348     |
| Doamne, înfrânarea mea                    | Traian Dorz |  poezie |       24      |       75      |
| Pacea - şi fiii păcii                     | Traian Dorz | articol |      130      |      1290     |
| Adevăratele duhuri duhovniceşti           | Traian Dorz | articol |      119      |      1293     |
| Doamne, lacrimile-aceste                  | Traian Dorz |  poezie |       20      |       64      |
| Fraţii şi străinii                        | Traian Dorz | articol |      134      |      1513     |
| Semnele şi minunile                       | Traian Dorz | articol |      154      |      1592     |
| Te iubesc, iubesc Isuse                   | Traian Dorz |  poezie |       29      |      110      |
| Fericirea cea mai mare                    | Traian Dorz | articol |      121      |      1314     |
| Vorba şi scrierea                         | Traian Dorz | articol |      132      |      1536     |
| Mulţumesc şi cer iertare!                 | Traian Dorz |  poezie |       25      |       82      |
| Strălucirea Biruinţei                     | Traian Dorz |  poezie |       76      |      414      |
| Datoria mea                               | Traian Dorz |  poezie |       35      |      130      |
| Credinţa şi ridicarea                     | Traian Dorz | articol |       95      |      1047     |
| Pocăinţa şi lacrimile                     | Traian Dorz | articol |      102      |      1143     |
| Cânta-voi totdeauna                       | Traian Dorz |  poezie |       17      |       87      |
| Binecuvântare şi zădărnicie               | Traian Dorz | articol |      102      |      1125     |
| Înştiinţarea şi oprirea                   | Traian Dorz | articol |      112      |      1064     |
| Doamne, iată ochii                        | Traian Dorz |  poezie |       29      |      113      |
| Viaţa şi amintirile                       | Traian Dorz | articol |       97      |      992      |
| Dragoste şi ură                           | Traian Dorz | articol |      104      |      1089     |
| Lumina vine numai                         | Traian Dorz |  poezie |       26      |       92      |
| Slujitorii şi urmaşii                     | Traian Dorz | articol |       99      |      1146     |
| Călătoria şi lupta                        | Traian Dorz | articol |      113      |      1018     |
| O, cuiele Tale...                         | Traian Dorz |  poezie |       29      |      122      |
| La picioarele Domnului                    | Traian Dorz | articol |       98      |      977      |
| Cântările şi închinarea                   | Traian Dorz | articol |      108      |      1017     |
| Fericite inimi                            | Traian Dorz |  poezie |       19      |       70      |
| Vinovăţia şi nevinovăţia                  | Traian Dorz | articol |      117      |      1122     |
| Ascultarea şi izbăvirea                   | Traian Dorz | articol |      106      |      1150     |
| Pe orice slovă scumpă                     | Traian Dorz |  poezie |       26      |       88      |
| Ispitele şi înfrânarea                    | Traian Dorz | articol |      111      |      1049     |
| Vorbirea şi tăcerea                       | Traian Dorz | articol |       92      |      866      |
| Cu mâinile întinse                        | Traian Dorz |  poezie |       26      |       93      |
| Mântuirea şi înviorarea                   | Traian Dorz | articol |      116      |      1091     |
| Păcatul şi iertarea                       | Traian Dorz | articol |      118      |      1107     |
| Doamne, sufletul                          | Traian Dorz |  poezie |       14      |       85      |
| Cele mari şi cele mici                    | Traian Dorz | articol |      113      |      1273     |
| Părinţii şi urmaşii                       | Traian Dorz | articol |       94      |      1021     |
| Mulţumesc Dulce Isus                      | Traian Dorz |  poezie |       31      |       93      |
| Deşertăciune şi slavă                     | Traian Dorz | articol |      109      |      1146     |
| Datorii şi plăţi                          | Traian Dorz | articol |       95      |      1030     |
| Sufăr pentru Tine                         | Traian Dorz |  poezie |       31      |      101      |
| Boală şi vindecare                        | Traian Dorz | articol |      103      |      1087     |
| Veghere şi apărare                        | Traian Dorz | articol |       90      |      1048     |
| Isus, cu Tine                             | Traian Dorz |  poezie |       26      |      107      |
| Înălţimi şi josnicii                      | Traian Dorz | articol |       90      |      915      |
| Suferinţa şi slava                        | Traian Dorz | articol |      117      |      1235     |
| Oricât sunt lovit                         | Traian Dorz |  poezie |       26      |      115      |
| Capul şi mădularele                       | Traian Dorz | articol |      128      |      1437     |
| Biblia şi viaţa                           | Traian Dorz | articol |      118      |      1473     |
| Har al Domnului Isus                      | Traian Dorz |  poezie |       26      |       82      |
| Vorbirea şi felul ei                      | Traian Dorz | articol |      132      |      1534     |
| Grăunţele şi rodul                        | Traian Dorz | articol |      125      |      1368     |
| Doamne, cât de mare                       | Traian Dorz |  poezie |       19      |      105      |
| Taină şi închinare                        | Traian Dorz | articol |      145      |      1344     |
| Întristarea şi mângâierea                 | Traian Dorz | articol |      147      |      1559     |
| Crucea-i Semnul Mântuirii...              | Traian Dorz |  poezie |       77      |      406      |
| Suferinţele frumoase                      | Traian Dorz |  poezie |       43      |      139      |
| Crucea Mântuitoare                        | Traian Dorz | articol |       98      |      1177     |
| Bucuria păcatului                         | Traian Dorz | articol |       91      |      1084     |
| Doar iubirea...                           | Traian Dorz |  poezie |       24      |       72      |
| Ascultarea de Dumnezeu                    | Traian Dorz | articol |      103      |      1189     |
| Rostul şi viaţa noastră                   | Traian Dorz | articol |      101      |      1180     |
| În curând, în curând...                   | Traian Dorz |  poezie |       27      |      132      |
| Slava şi ocara veşnică                    | Traian Dorz | articol |      112      |      1320     |
| Lupta Binelui şi Răul                     | Traian Dorz | articol |       92      |      1308     |
| Iată Săptămâna Mare...                    | Traian Dorz |  poezie |       19      |      131      |
| Răspunderea unei hotărâri                 | Traian Dorz | articol |      100      |      1231     |
| Trupul lui Hristos                        | Traian Dorz | articol |      102      |      1305     |
| Nu te duce singur...                      | Traian Dorz |  poezie |       34      |      118      |
| Iubirea lui Dumnezeu                      | Traian Dorz | articol |       98      |      1280     |
| Sărbătorile noastre                       | Traian Dorz | articol |       88      |      1174     |
| Dintre câte cânturi                       | Traian Dorz |  poezie |       27      |      136      |
| Păcatul şi frica                          | Traian Dorz | articol |      106      |      1290     |
| Alergarea pentru Domnul                   | Traian Dorz | articol |       89      |      1182     |
| În Ziua Judecăţii                         | Traian Dorz |  poezie |       29      |      120      |
| Fraţii şi vrăjmaşii                       | Traian Dorz | articol |       94      |      1290     |
| Grija umblării curate                     | Traian Dorz | articol |       79      |      986      |
| O, soarele şi noaptea...                  | Traian Dorz |  poezie |       25      |      130      |
| Binefacerea şi nerecunoştinţa             | Traian Dorz | articol |       90      |      1323     |
| Dovada învierii noastre                   | Traian Dorz | articol |       89      |      1166     |
| Ce fericit e să fii mamă                  | Traian Dorz |  poezie |       35      |      163      |
| Mulţimile şi Hristos                      | Traian Dorz | articol |       84      |      1026     |
| Să-L întâmpinăm pe Domnul                 | Traian Dorz | articol |       93      |      1261     |
| Aici în casa asta                         | Traian Dorz |  poezie |       23      |      130      |
| Puţina noastră credinţă                   | Traian Dorz | articol |      112      |      1279     |
| Pe urmele Domnului                        | Traian Dorz | articol |       90      |      1114     |
| O, fiu curat...                           | Traian Dorz |  poezie |       26      |      105      |
| A fi închinător adevărat                  | Traian Dorz | articol |      102      |      1133     |
| Lucrătorii lui Hristos                    | Traian Dorz | articol |       83      |      1317     |
| Neînfricat să fie                         | Traian Dorz |  poezie |       22      |      115      |
| Păstrarea şi pierderea                    | Traian Dorz | articol |       78      |      1236     |
| Frumoasa rânduială divină                 | Traian Dorz | articol |       91      |      1193     |
| Ce linişte-ameninţătoare                  | Traian Dorz |  poezie |       27      |      110      |
| Proslăvirea lui Dumnezeu                  | Traian Dorz | articol |       78      |      1230     |
| Ascultarea Cuvântului                     | Traian Dorz | articol |      106      |      1275     |
| Ce frumoase-s toate-toate                 | Traian Dorz |  poezie |       27      |      107      |
| Marea şi ultima biruinţă                  | Traian Dorz | articol |      113      |      1417     |
| Cuvântul te judecă                        | Traian Dorz | articol |      107      |      1205     |
| Când stai la umbra deasă                  | Traian Dorz |  poezie |       20      |      114      |
| Lumina şi ordinea                         | Traian Dorz | articol |       86      |      1370     |
| Greutatea de a crede                      | Traian Dorz | articol |       87      |      1400     |
| Eterna Iubire...                          | Traian Dorz |  poezie |       74      |      390      |
| Dragostea adevărată                       | Traian Dorz |  poezie |       39      |      124      |
| Inima şi mintea                           | Traian Dorz | articol |      100      |      1080     |
| Iubirea şi nădejdea                       | Traian Dorz | articol |      103      |      1349     |
| Peste Golgota-i tăcere...                 | Traian Dorz |  poezie |       34      |      192      |
| Răbdarea şi înţelegerea                   | Traian Dorz | articol |      116      |      1465     |
| Înştiinţarea şi împlinirea                | Traian Dorz | articol |       89      |      1134     |
| Ce dulce e minunea                        | Traian Dorz |  poezie |       20      |      113      |
| A spune - şi a face                       | Traian Dorz | articol |       95      |      1124     |
| Ştiinţa şi fapta                          | Traian Dorz | articol |       78      |      1057     |
| O, Preaiubitul meu...                     | Traian Dorz |  poezie |       26      |      113      |
| Trimesul şi vânzătorul                    | Traian Dorz | articol |       93      |      1075     |
| Prilejurile de poticnire                  | Traian Dorz | articol |      106      |      1326     |
| Ce minunaţi sunt ochii...                 | Traian Dorz |  poezie |       19      |      102      |
| Cutremuraţi-vă şi nu păcătuiţi            | Traian Dorz | articol |      102      |      1273     |
| Un gând rău                               | Traian Dorz | articol |      108      |      1312     |
| Trece vara...                             | Traian Dorz |  poezie |       26      |       84      |
| A crede Adevărul                          | Traian Dorz | articol |      134      |      1495     |
| Noutatea iubirii                          | Traian Dorz | articol |      106      |      1245     |
| Bine-ai venit!                            | Traian Dorz |  poezie |       26      |       92      |
| Hristos şi bunurile lumii                 | Traian Dorz | articol |       99      |      1311     |
| Inima şi Împărăţia Domnului               | Traian Dorz | articol |      105      |      1304     |
| De unde, - spre unde?                     | Traian Dorz |  poezie |       28      |       91      |
| Micimea noastră omenească                 | Traian Dorz | articol |      112      |      1134     |
| Să-L arătăm pe Tatăl                      | Traian Dorz | articol |      109      |      1340     |
| Vine noaptea!                             | Traian Dorz |  poezie |       26      |       96      |
| A crede în Isus Hristos                   | Traian Dorz | articol |      104      |      1361     |
| Ce este Adevărul?                         | Traian Dorz | articol |      122      |      1270     |
| Vai ţie Betsaida...                       | Traian Dorz |  poezie |       23      |      150      |
| Timpul şi Veşnicia                        | Traian Dorz | articol |      125      |      1635     |
| Să strângem Cuvântul                      | Traian Dorz | articol |      123      |      1428     |
| O, strălucită Ţară...                     | Traian Dorz |  poezie |       20      |      121      |
| Duhul Sfânt, Mângâietorul                 | Traian Dorz | articol |      130      |      1389     |
| Profeţiile şi împlinirea lor              | Traian Dorz | articol |      128      |      1405     |
| Pe uliţele lumii                          | Traian Dorz |  poezie |       21      |      123      |
| Viaţa din Hristos                         | Traian Dorz | articol |      126      |      1379     |
| Purtătorul Cuvântului                     | Traian Dorz | articol |      105      |      1290     |
| Veniţi suflete chemate                    | Traian Dorz |  poezie |       35      |      116      |
| Împăcarea cu Dumnezeu                     | Traian Dorz | articol |       90      |      1168     |
| Iubirea împlinitoare                      | Traian Dorz | articol |      106      |      1188     |
| Dincolo de noaptea                        | Traian Dorz |  poezie |       22      |      103      |
| Alegerea Harului Ceresc                   | Traian Dorz | articol |      109      |      1360     |
| Supunerea în Lucrare                      | Traian Dorz | articol |      106      |      1240     |
| Bucuraţi-vă suspine                       | Traian Dorz |  poezie |       29      |       71      |
| Dezvinovăţiri învinuitoare                | Traian Dorz | articol |       93      |      1234     |
| Lucrarea Duhului Sfânt                    | Traian Dorz | articol |      121      |      1428     |
| Am străbătut oceanul                      | Traian Dorz |  poezie |       22      |      122      |
| Mărturisirea Strălucită                   | Traian Dorz |  poezie |       76      |      441      |
| Mărturia despre Domnul                    | Traian Dorz |  poezie |       37      |      143      |
| Mărturisirea strălucită                   | Traian Dorz | articol |      121      |      1419     |
| Cunoaşterea şi recunoştinţa               | Traian Dorz | articol |      115      |      1383     |
| Apleacă-Te-nspre mine                     | Traian Dorz |  poezie |       26      |       92      |
| Dulcea părtăşie cu Domnul                 | Traian Dorz | articol |      105      |      1509     |
| Lucrarea Sfântului Duh                    | Traian Dorz | articol |      119      |      1444     |
| Iată, Ceasul Judecăţii                    | Traian Dorz |  poezie |       25      |      144      |
| Cea mai mare dovadă                       | Traian Dorz | articol |      112      |      1412     |
| Povara şi puterea                         | Traian Dorz | articol |      121      |      1389     |
| Aruncă-ţi de pe umeri                     | Traian Dorz |  poezie |       26      |       82      |
| Dragostea şi ascultarea                   | Traian Dorz | articol |      116      |      1434     |
| Iubirea înţelegătoare                     | Traian Dorz | articol |      122      |      1579     |
| Călătorim alături                         | Traian Dorz |  poezie |       25      |      169      |
| Viitorul întristărilor noastre            | Traian Dorz | articol |      138      |      1666     |
| Încredinţarea despre Adevăr               | Traian Dorz | articol |      140      |      1526     |
| O, trebuie să vină...                     | Traian Dorz |  poezie |       26      |       97      |
| Aşteptarea învierii noastre               | Traian Dorz | articol |      123      |      1650     |
| Bucuria aflării Adevărului                | Traian Dorz | articol |      116      |      1529     |
| O, apără-ţi ochii!                        | Traian Dorz |  poezie |       19      |      107      |
| Conştiinţa împlinirii datoriei            | Traian Dorz | articol |      111      |      1378     |
